x,y
-2.221253875745377,-5.791453115251438
0.025999652649581352,1.1578488332967205
-0.5389690203529267,2.259516835937134
-1.1291927754818196,-5.307807215926591
-2.441866645632954,0.9910144313710056
0.7653914031615243,-5.349733642683386
-0.7597093453832795,-1.6631131780695758
0.2669961949272511,-0.18566101338262095
0.7017808518851028,0.6125613365793188
0.2921213158190323,-0.3063202565644222
-0.19809308384188445,3.2267208170970343
0.6587712633582326,2.2141426686601693
0.5199574310030347,0.38903314118394977
0.5990114185671891,1.559694419623303
-1.6515809534097465,-3.0659800710166145
-0.3924406993260177,-0.14599294373807165
-0.6773169588205007,-0.8978179682566148
2.936010765698419,7.217407194999752
-0.6646272262326735,-0.6455926440150153
1.2574634446471256,2.2080866860528743
-1.6811072148716157,-1.372425377497863
-0.3995734603257533,-3.3981533064251
-1.4327367537731586,1.0496720958679417
0.19294244931920737,1.3329881410598674
1.8133575161831403,0.43130072444604917
-0.8917145205416988,-6.464343261743873
0.7895487881079712,-2.272785979915629
0.7744269274189531,3.4260423390344013
0.6402849053185113,2.0915593842944338
-0.22629012851584646,1.8368761579576571
-0.15511152517752427,1.493641891292451
0.1357670813244038,0.25930810230231627
0.20712397429002277,0.49259169404642394
0.15661144530507198,3.2426237399302553
0.7790016682774777,-2.212556721116189
-0.12641764227699995,3.2243559097997854
0.5466948093298707,1.4879232583291335
0.3043578489631048,-2.6562183133836834
-1.1217465716449955,0.4147104161696341
-0.9157117311829386,1.1981209674983213
0.5673600872781462,-0.05638636099231904
0.48441871705173456,-1.519889610437349
1.0824051701298816,-2.9509070452592097
-2.2349721654025054,-3.4803252961432163
0.6137257714692409,-0.8321245412419996
-2.4124817660513886,-3.28351601327581
-0.05619248811950657,2.719034526087202
-2.480624084585887,-0.7134586827420936
1.348281915243098,-3.5499862634786457
-0.8588094160206777,1.1895469676548527
2.174576084017792,2.5888062443773285
0.21020079374027523,0.3565861477656802
0.8432831603214778,1.2830408313513344
0.5735034118643726,2.0352121596446344
1.7975854062361283,2.895462899774587
-0.029638388270332904,2.3605518673022066
-1.141715082797342,1.9638606461331054
